Sample	Genome	Total_Viral_Counts	Total_Reads	Frac_Total_Viral_Counts	Percent_Total_Viral_Counts	Donor	Condition	Temperature	Time	Type	Mean_Total_Viral_Counts	Mean_Frac_Total_Viral_Counts	Mean_Percent_Total_Viral_Counts
D1_SARS.CoV_33_72	SARS.CoV	36104.9391684282	5397828.55548339	0.00668878953773938	0.668878953773938	D1	SARS.CoV	33	72	SARS.CoV_33_72	6204.27991558835	0.00115068124840961	0.115068124840961
D1_SARS.CoV_33_72	SARS.CoV.2	1121.19842706104	5397828.55548339	0.000207712863707401	0.0207712863707401	D1	SARS.CoV	33	72	SARS.CoV_33_72	918.703252089511	0.000170980982548211	0.0170980982548211
D1_SARS.CoV_33_96	SARS.CoV	1073.93139090215	5550339.55510954	0.000193489313624696	0.0193489313624696	D1	SARS.CoV	33	96	SARS.CoV_33_96	14891.38738204	0.00269428314108173	0.269428314108173
D1_SARS.CoV_33_96	SARS.CoV.2	781.997388314052	5550339.55510954	0.000140891810410799	0.0140891810410799	D1	SARS.CoV	33	96	SARS.CoV_33_96	2602.75719767699	0.00047188010663694	0.047188010663694
D1_SARS.CoV.2_33_24	SARS.CoV.2	4815.45995770167	5393947.47543321	0.000892752474812506	0.0892752474812506	D1	SARS.CoV.2	33	24	SARS.CoV.2_33_24	4288.58481966788	0.000809772746602917	0.0809772746602917
D1_SARS.CoV.2_33_24	SARS.CoV	133.819527886915	5393947.47543321	0.0000248092011456169	0.00248092011456169	D1	SARS.CoV.2	33	24	SARS.CoV.2_33_24	95.7476505429863	0.000017806687672062	0.0017806687672062
D1_SARS.CoV.2_33_48	SARS.CoV.2	6562.1041857701	5237881.72772198	0.0012528164106951	0.12528164106951	D1	SARS.CoV.2	33	48	SARS.CoV.2_33_48	11078.9986804454	0.00212119873527205	0.212119873527205
D1_SARS.CoV.2_33_48	SARS.CoV	172.832884892818	5237881.72772198	0.0000329967139154907	0.00329967139154907	D1	SARS.CoV.2	33	48	SARS.CoV.2_33_48	157.157393098668	0.0000298155881672601	0.00298155881672601
D1_SARS.CoV.2_33_72	SARS.CoV	781.077409102752	5871390.66117449	0.000133031074608568	0.0133031074608568	D1	SARS.CoV.2	33	72	SARS.CoV.2_33_72	499.74942632411	0.0000875514823820417	0.00875514823820417
D1_SARS.CoV.2_33_72	SARS.CoV.2	486960.772311215	5871390.66117449	0.0829378933225003	8.29378933225003	D1	SARS.CoV.2	33	72	SARS.CoV.2_33_72	223849.575920138	0.0383751701569641	3.83751701569641
D1_SARS.CoV.2_33_96	SARS.CoV	520.760497714868	5825445.92058899	0.0000893941004369011	0.00893941004369011	D1	SARS.CoV.2	33	96	SARS.CoV.2_33_96	1257.47467077547	0.000206528055545661	0.0206528055545661
D1_SARS.CoV.2_33_96	SARS.CoV.2	334314.55246104	5825445.92058899	0.057388662948439	5.7388662948439	D1	SARS.CoV.2	33	96	SARS.CoV.2_33_96	408427.304451683	0.0673490788407541	6.73490788407541
D2_Mock_33_24	SARS.CoV.2	55.2784476943962	6063091.50077577	0.00000911720492546142	0.000911720492546142	D2	Mock	33	24	Mock_33_24	561.029696337739	0.000102478839548461	0.0102478839548461
D2_Mock_33_24	SARS.CoV	27.6392238471981	6063091.50077577	0.00000455860246273071	0.000455860246273071	D2	Mock	33	24	Mock_33_24	94.7793854280619	0.000017248569477283	0.0017248569477283
D2_Mock_33_48	SARS.CoV.2	56.3696868824721	6123735.76860548	0.00000920511416763966	0.000920511416763966	D2	Mock	33	48	Mock_33_48	500.629730853537	0.0000934686111889308	0.00934686111889308
D2_Mock_33_48	SARS.CoV	11.8673025015731	6123735.76860548	0.00000193791877213467	0.000193791877213467	D2	Mock	33	48	Mock_33_48	73.8851631026344	0.0000137095746311629	0.00137095746311629
D2_Mock_33_72	SARS.CoV	0	6038648.85342953	0	0	D2	Mock	33	72	Mock_33_72	241.593477675436	0.0000447598858709073	0.00447598858709073
D2_Mock_33_72	SARS.CoV.2	46.5655236290012	6038648.85342953	0.0000077112487841639	0.00077112487841639	D2	Mock	33	72	Mock_33_72	678.539622975458	0.000125884223532703	0.0125884223532703
D2_Mock_33_96	SARS.CoV	211.721138461525	5466883.63942226	0.0000387279394305711	0.00387279394305711	D2	Mock	33	96	Mock_33_96	132.651611686441	0.0000246697478734022	0.00246697478734022
D2_Mock_33_96	SARS.CoV.2	4088.40819098118	5466883.63942226	0.0007478498648662	0.07478498648662	D2	Mock	33	96	Mock_33_96	8292.26124494394	0.00156234779582861	0.156234779582861
D2_SARS.CoV_33_24	SARS.CoV	2983.58664678157	5380603.03082561	0.000554507855288437	0.0554507855288437	D2	SARS.CoV	33	24	SARS.CoV_33_24	1573.71974175956	0.000293883157189379	0.0293883157189379
D2_SARS.CoV_33_24	SARS.CoV.2	979.800575970104	5380603.03082561	0.000182098655179875	0.0182098655179875	D2	SARS.CoV	33	24	SARS.CoV_33_24	888.137858336892	0.000164202628433021	0.0164202628433021
D2_SARS.CoV_33_48	SARS.CoV.2	1096.40797961032	5341617.54872291	0.000205257671409374	0.0205257671409374	D2	SARS.CoV	33	48	SARS.CoV_33_48	925.340045627742	0.000174553095597049	0.0174553095597049
D2_SARS.CoV_33_48	SARS.CoV	3133.18085559053	5341617.54872291	0.00058656031193016	0.058656031193016	D2	SARS.CoV	33	48	SARS.CoV_33_48	2834.65023768259	0.000533886325086808	0.0533886325086808
D2_SARS.CoV_33_72	SARS.CoV.2	998.743014016351	5357228.50388244	0.000186429048768883	0.0186429048768883	D2	SARS.CoV	33	72	SARS.CoV_33_72	918.703252089511	0.000170980982548211	0.0170980982548211
D2_SARS.CoV_33_72	SARS.CoV	460.958314161393	5357228.50388244	0.0000860441763548691	0.00860441763548691	D2	SARS.CoV	33	72	SARS.CoV_33_72	6204.27991558835	0.00115068124840961	0.115068124840961
D2_SARS.CoV_33_96	SARS.CoV	516.265660423047	5373225.49605256	0.0000960811454502183	0.00960811454502183	D2	SARS.CoV	33	96	SARS.CoV_33_96	14891.38738204	0.00269428314108173	0.269428314108173
D2_SARS.CoV_33_96	SARS.CoV.2	1043.47688255118	5373225.49605256	0.00019419934698772	0.019419934698772	D2	SARS.CoV	33	96	SARS.CoV_33_96	2602.75719767699	0.00047188010663694	0.047188010663694
D2_SARS.CoV.2_33_24	SARS.CoV	69.4077780871712	5314283.6489977	0.0000130606084792373	0.00130606084792373	D2	SARS.CoV.2	33	24	SARS.CoV.2_33_24	95.7476505429863	0.000017806687672062	0.0017806687672062
D2_SARS.CoV.2_33_24	SARS.CoV.2	1448.99447833835	5314283.6489977	0.000272660357264077	0.0272660357264077	D2	SARS.CoV.2	33	24	SARS.CoV.2_33_24	4288.58481966788	0.000809772746602917	0.0809772746602917
D2_SARS.CoV.2_33_48	SARS.CoV.2	34193.7553697592	5282091.22127297	0.00647352609740024	0.647352609740024	D2	SARS.CoV.2	33	48	SARS.CoV.2_33_48	11078.9986804454	0.00212119873527205	0.212119873527205
D2_SARS.CoV.2_33_48	SARS.CoV	180.94090272654	5282091.22127297	0.0000342555429557565	0.00342555429557565	D2	SARS.CoV.2	33	48	SARS.CoV.2_33_48	157.157393098668	0.0000298155881672601	0.00298155881672601
D2_SARS.CoV.2_33_72	SARS.CoV.2	73520.2781770676	5352469.14214974	0.013735768712445	1.3735768712445	D2	SARS.CoV.2	33	72	SARS.CoV.2_33_72	223849.575920138	0.0383751701569641	3.83751701569641
D2_SARS.CoV.2_33_72	SARS.CoV	189.978299916432	5352469.14214974	0.0000354935815361152	0.00354935815361152	D2	SARS.CoV.2	33	72	SARS.CoV.2_33_72	499.74942632411	0.0000875514823820417	0.00875514823820417
D2_SARS.CoV.2_33_96	SARS.CoV	399.815570936125	5509659.10790484	0.0000725662991313745	0.00725662991313745	D2	SARS.CoV.2	33	96	SARS.CoV.2_33_96	1257.47467077547	0.000206528055545661	0.0206528055545661
D2_SARS.CoV.2_33_96	SARS.CoV.2	183662.114800911	5509659.10790484	0.0333345695630074	3.33345695630074	D2	SARS.CoV.2	33	96	SARS.CoV.2_33_96	408427.304451683	0.0673490788407541	6.73490788407541
D3_Mock_33_24	SARS.CoV	20.3684708000883	5813477.2776426	0.0000035036639565826	0.00035036639565826	D3	Mock	33	24	Mock_33_24	94.7793854280619	0.000017248569477283	0.0017248569477283
D3_Mock_33_24	SARS.CoV.2	62.3784418252704	5813477.2776426	0.0000107299708670342	0.00107299708670342	D3	Mock	33	24	Mock_33_24	561.029696337739	0.000102478839548461	0.0102478839548461
D3_Mock_33_48	SARS.CoV.2	55.8726933358536	5821695.56244307	0.00000959732310571161	0.000959732310571161	D3	Mock	33	48	Mock_33_48	500.629730853537	0.0000934686111889308	0.00934686111889308
D3_Mock_33_48	SARS.CoV	20.7898393807827	5821695.56244307	0.00000357109696956711	0.000357109696956711	D3	Mock	33	48	Mock_33_48	73.8851631026344	0.0000137095746311629	0.00137095746311629
D3_Mock_33_72	SARS.CoV.2	1067.54049257556	5340337.66670115	0.000199901309468134	0.0199901309468134	D3	Mock	33	72	Mock_33_72	678.539622975458	0.000125884223532703	0.0125884223532703
D3_Mock_33_72	SARS.CoV	216.414011030718	5340337.66670115	0.0000405244058592277	0.00405244058592277	D3	Mock	33	72	Mock_33_72	241.593477675436	0.0000447598858709073	0.00447598858709073
D3_Mock_33_96	SARS.CoV	68.4423456353227	5482080.12192729	0.0000124847401192781	0.00124847401192781	D3	Mock	33	96	Mock_33_96	132.651611686441	0.0000246697478734022	0.00246697478734022
D3_Mock_33_96	SARS.CoV.2	8971.89878654338	5482080.12192729	0.00163658658520102	0.163658658520102	D3	Mock	33	96	Mock_33_96	8292.26124494394	0.00156234779582861	0.156234779582861
D3_SARS.CoV_33_24	SARS.CoV	1295.80500711346	5345512.85661041	0.00024240985699081	0.024240985699081	D3	SARS.CoV	33	24	SARS.CoV_33_24	1573.71974175956	0.000293883157189379	0.0293883157189379
D3_SARS.CoV_33_24	SARS.CoV.2	942.608156216218	5345512.85661041	0.000176336336942968	0.0176336336942968	D3	SARS.CoV	33	24	SARS.CoV_33_24	888.137858336892	0.000164202628433021	0.0164202628433021
D3_SARS.CoV_33_48	SARS.CoV	547.786470319519	5268447.41609601	0.0001039749336106	0.01039749336106	D3	SARS.CoV	33	48	SARS.CoV_33_48	2834.65023768259	0.000533886325086808	0.0533886325086808
D3_SARS.CoV_33_48	SARS.CoV.2	990.087032503184	5268447.41609601	0.000187927667167807	0.0187927667167807	D3	SARS.CoV	33	48	SARS.CoV_33_48	925.340045627742	0.000174553095597049	0.0174553095597049
D3_SARS.CoV_33_72	SARS.CoV.2	935.291733063948	5352662.50445245	0.00017473392583335	0.017473392583335	D3	SARS.CoV	33	72	SARS.CoV_33_72	918.703252089511	0.000170980982548211	0.0170980982548211
D3_SARS.CoV_33_72	SARS.CoV	4260.77345062465	5352662.50445245	0.000796010106574149	0.0796010106574149	D3	SARS.CoV	33	72	SARS.CoV_33_72	6204.27991558835	0.00115068124840961	0.115068124840961
D3_SARS.CoV_33_96	SARS.CoV.2	934.425514343477	5241976.27854626	0.000178258249311006	0.0178258249311006	D3	SARS.CoV	33	96	SARS.CoV_33_96	2602.75719767699	0.00047188010663694	0.047188010663694
D3_SARS.CoV_33_96	SARS.CoV	9559.89180059095	5241976.27854626	0.00182371901218183	0.182371901218183	D3	SARS.CoV	33	96	SARS.CoV_33_96	14891.38738204	0.00269428314108173	0.269428314108173
D3_SARS.CoV.2_33_24	SARS.CoV	98.1670377803155	5247761.59039974	0.0000187064591424851	0.00187064591424851	D3	SARS.CoV.2	33	24	SARS.CoV.2_33_24	95.7476505429863	0.000017806687672062	0.0017806687672062
D3_SARS.CoV.2_33_24	SARS.CoV.2	19940.1795491266	5247761.59039974	0.00379974951331729	0.379974951331729	D3	SARS.CoV.2	33	24	SARS.CoV.2_33_24	4288.58481966788	0.000809772746602917	0.0809772746602917
D3_SARS.CoV.2_33_48	SARS.CoV	203.890941479357	5152206.80878338	0.0000395735165622171	0.00395735165622171	D3	SARS.CoV.2	33	48	SARS.CoV.2_33_48	157.157393098668	0.0000298155881672601	0.00298155881672601
D3_SARS.CoV.2_33_48	SARS.CoV.2	33431.7991964625	5152206.80878338	0.00648883098781451	0.648883098781451	D3	SARS.CoV.2	33	48	SARS.CoV.2_33_48	11078.9986804454	0.00212119873527205	0.212119873527205
D3_SARS.CoV.2_33_72	SARS.CoV.2	604065.326263872	6158040.90218782	0.0980937502460012	9.80937502460012	D3	SARS.CoV.2	33	72	SARS.CoV.2_33_72	223849.575920138	0.0383751701569641	3.83751701569641
D3_SARS.CoV.2_33_72	SARS.CoV	917.524742055149	6158040.90218782	0.000148996207824663	0.0148996207824663	D3	SARS.CoV.2	33	72	SARS.CoV.2_33_72	499.74942632411	0.0000875514823820417	0.00875514823820417
D3_SARS.CoV.2_33_96	SARS.CoV.2	94451.1392165335	5725651.69469747	0.0164961377765966	1.64961377765966	D3	SARS.CoV.2	33	96	SARS.CoV.2_33_96	408427.304451683	0.0673490788407541	6.73490788407541
D3_SARS.CoV.2_33_96	SARS.CoV	285.828169913469	5725651.69469747	0.0000499206352664056	0.00499206352664056	D3	SARS.CoV.2	33	96	SARS.CoV.2_33_96	1257.47467077547	0.000206528055545661	0.0206528055545661
D4_Mock_33_24	SARS.CoV	136.913753426195	5548451.28757535	0.000024676030540772	0.0024676030540772	D4	Mock	33	24	Mock_33_24	94.7793854280619	0.000017248569477283	0.0017248569477283
D4_Mock_33_24	SARS.CoV.2	963.158491493841	5548451.28757535	0.000173590510499866	0.0173590510499866	D4	Mock	33	24	Mock_33_24	561.029696337739	0.000102478839548461	0.0102478839548461
D4_Mock_33_48	SARS.CoV	146.972431949229	5366245.27971556	0.0000273883179557195	0.00273883179557195	D4	Mock	33	48	Mock_33_48	73.8851631026344	0.0000137095746311629	0.00137095746311629
D4_Mock_33_48	SARS.CoV.2	968.028950282137	5366245.27971556	0.000180392229542934	0.0180392229542934	D4	Mock	33	48	Mock_33_48	500.629730853537	0.0000934686111889308	0.00934686111889308
D4_Mock_33_72	SARS.CoV.2	956.594537696756	5507349.77890233	0.000173694167993705	0.0173694167993705	D4	Mock	33	72	Mock_33_72	678.539622975458	0.000125884223532703	0.0125884223532703
D4_Mock_33_72	SARS.CoV	481.046103726817	5507349.77890233	0.0000873462051692482	0.00873462051692482	D4	Mock	33	72	Mock_33_72	241.593477675436	0.0000447598858709073	0.00447598858709073
D4_Mock_33_96	SARS.CoV.2	5810.23963627593	5415147.71948666	0.00107296050583579	0.107296050583579	D4	Mock	33	96	Mock_33_96	8292.26124494394	0.00156234779582861	0.156234779582861
D4_Mock_33_96	SARS.CoV	165.28752544794	5415147.71948666	0.0000305231794237385	0.00305231794237385	D4	Mock	33	96	Mock_33_96	132.651611686441	0.0000246697478734022	0.00246697478734022
D4_SARS.CoV_33_24	SARS.CoV	478.812127659368	5482275.54813556	0.0000873382090074266	0.00873382090074266	D4	SARS.CoV	33	24	SARS.CoV_33_24	1573.71974175956	0.000293883157189379	0.0293883157189379
D4_SARS.CoV_33_24	SARS.CoV.2	859.862150367403	5482275.54813556	0.00015684402267227	0.015684402267227	D4	SARS.CoV	33	24	SARS.CoV_33_24	888.137858336892	0.000164202628433021	0.0164202628433021
D4_SARS.CoV_33_48	SARS.CoV	150.304018987621	5290946.54238717	0.0000284077750140727	0.00284077750140727	D4	SARS.CoV	33	48	SARS.CoV_33_48	2834.65023768259	0.000533886325086808	0.0533886325086808
D4_SARS.CoV_33_48	SARS.CoV.2	1109.47303975601	5290946.54238717	0.000209692732834802	0.0209692732834802	D4	SARS.CoV	33	48	SARS.CoV_33_48	925.340045627742	0.000174553095597049	0.0174553095597049
D4_SARS.CoV_33_72	SARS.CoV	421.106716646135	5438498.41180065	0.0000774306958943671	0.00774306958943671	D4	SARS.CoV	33	72	SARS.CoV_33_72	6204.27991558835	0.00115068124840961	0.115068124840961
D4_SARS.CoV_33_72	SARS.CoV.2	916.72561371759	5438498.41180065	0.000168562265593099	0.0168562265593099	D4	SARS.CoV	33	72	SARS.CoV_33_72	918.703252089511	0.000170980982548211	0.0170980982548211
D4_SARS.CoV_33_96	SARS.CoV	85897.4432576872	5576075.51181768	0.0154046413244656	1.54046413244656	D4	SARS.CoV	33	96	SARS.CoV_33_96	14891.38738204	0.00269428314108173	0.269428314108173
D4_SARS.CoV_33_96	SARS.CoV.2	11556.5744229711	5576075.51181768	0.00207252832184189	0.207252832184189	D4	SARS.CoV	33	96	SARS.CoV_33_96	2602.75719767699	0.00047188010663694	0.047188010663694
D4_SARS.CoV.2_33_24	SARS.CoV.2	989.390379502663	5422689.73759082	0.000182453805653692	0.0182453805653692	D4	SARS.CoV.2	33	24	SARS.CoV.2_33_24	4288.58481966788	0.000809772746602917	0.0809772746602917
D4_SARS.CoV.2_33_24	SARS.CoV	103.807239528138	5422689.73759082	0.0000191431272212629	0.00191431272212629	D4	SARS.CoV.2	33	24	SARS.CoV.2_33_24	95.7476505429863	0.000017806687672062	0.0017806687672062
D4_SARS.CoV.2_33_48	SARS.CoV.2	1028.6150243935	5432292.54338953	0.000189351920239496	0.0189351920239496	D4	SARS.CoV.2	33	48	SARS.CoV.2_33_48	11078.9986804454	0.00212119873527205	0.212119873527205
D4_SARS.CoV.2_33_48	SARS.CoV	174.534075424199	5432292.54338953	0.0000321289904824044	0.00321289904824044	D4	SARS.CoV.2	33	48	SARS.CoV.2_33_48	157.157393098668	0.0000298155881672601	0.00298155881672601
D4_SARS.CoV.2_33_72	SARS.CoV	325.19119056838	5550007.89057013	0.0000585929240066314	0.00585929240066314	D4	SARS.CoV.2	33	72	SARS.CoV.2_33_72	499.74942632411	0.0000875514823820417	0.00875514823820417
D4_SARS.CoV.2_33_72	SARS.CoV.2	82673.3039280073	5550007.89057013	0.0148960696197343	1.48960696197343	D4	SARS.CoV.2	33	72	SARS.CoV.2_33_72	223849.575920138	0.0383751701569641	3.83751701569641
D4_SARS.CoV.2_33_96	SARS.CoV	3084.00316711028	6291553.47578628	0.000490181507473376	0.0490181507473376	D4	SARS.CoV.2	33	96	SARS.CoV.2_33_96	1257.47467077547	0.000206528055545661	0.0206528055545661
D4_SARS.CoV.2_33_96	SARS.CoV.2	980222.819067048	6291553.47578628	0.155799807287587	15.5799807287587	D4	SARS.CoV.2	33	96	SARS.CoV.2_33_96	408427.304451683	0.0673490788407541	6.73490788407541
D5_Mock_33_24	SARS.CoV.2	1225.07988039202	5429751.71018548	0.000225623554405616	0.0225623554405616	D5	Mock	33	24	Mock_33_24	561.029696337739	0.000102478839548461	0.0102478839548461
D5_Mock_33_24	SARS.CoV	248.781314898489	5429751.71018548	0.00004581817515372	0.004581817515372	D5	Mock	33	24	Mock_33_24	94.7793854280619	0.000017248569477283	0.0017248569477283
D5_Mock_33_48	SARS.CoV.2	872.616281334689	5368622.63113973	0.000162540066845681	0.0162540066845681	D5	Mock	33	48	Mock_33_48	500.629730853537	0.0000934686111889308	0.00934686111889308
D5_Mock_33_48	SARS.CoV	109.656205265067	5368622.63113973	0.0000204253889310502	0.00204253889310502	D5	Mock	33	48	Mock_33_48	73.8851631026344	0.0000137095746311629	0.00137095746311629
D5_Mock_33_72	SARS.CoV	373.739582530178	5454108.29306016	0.0000685244154403253	0.00685244154403253	D5	Mock	33	72	Mock_33_72	241.593477675436	0.0000447598858709073	0.00447598858709073
D5_Mock_33_72	SARS.CoV.2	915.736427314977	5454108.29306016	0.000167898468110757	0.0167898468110757	D5	Mock	33	72	Mock_33_72	678.539622975458	0.000125884223532703	0.0125884223532703
D5_Mock_33_96	SARS.CoV	106.970947682463	5363581.66458833	0.0000199439393994336	0.00199439393994336	D5	Mock	33	96	Mock_33_96	132.651611686441	0.0000246697478734022	0.00246697478734022
D5_Mock_33_96	SARS.CoV.2	1182.08299762237	5363581.66458833	0.000220390603060408	0.0220390603060408	D5	Mock	33	96	Mock_33_96	8292.26124494394	0.00156234779582861	0.156234779582861
D5_SARS.CoV_33_24	SARS.CoV.2	895.389727790885	5521804.16090123	0.000162155285066239	0.0162155285066239	D5	SARS.CoV	33	24	SARS.CoV_33_24	888.137858336892	0.000164202628433021	0.0164202628433021
D5_SARS.CoV_33_24	SARS.CoV	353.012660303978	5521804.16090123	0.0000639306737467418	0.00639306737467418	D5	SARS.CoV	33	24	SARS.CoV_33_24	1573.71974175956	0.000293883157189379	0.0293883157189379
D5_SARS.CoV_33_48	SARS.CoV.2	663.547666239202	5312777.78843548	0.000124896559326003	0.0124896559326003	D5	SARS.CoV	33	48	SARS.CoV_33_48	925.340045627742	0.000174553095597049	0.0174553095597049
D5_SARS.CoV_33_48	SARS.CoV	86.676369135527	5312777.78843548	0.0000163146987484021	0.00163146987484021	D5	SARS.CoV	33	48	SARS.CoV_33_48	2834.65023768259	0.000533886325086808	0.0533886325086808
D5_SARS.CoV_33_72	SARS.CoV	223.441677057412	5401871.15222661	0.0000413637554026647	0.00413637554026647	D5	SARS.CoV	33	72	SARS.CoV_33_72	6204.27991558835	0.00115068124840961	0.115068124840961
D5_SARS.CoV_33_72	SARS.CoV.2	855.384088857823	5401871.15222661	0.000158349591234741	0.0158349591234741	D5	SARS.CoV	33	72	SARS.CoV_33_72	918.703252089511	0.000170980982548211	0.0170980982548211
D5_SARS.CoV_33_96	SARS.CoV	917.233941890098	5530004.45254447	0.000165864955401267	0.0165864955401267	D5	SARS.CoV	33	96	SARS.CoV_33_96	14891.38738204	0.00269428314108173	0.269428314108173
D5_SARS.CoV_33_96	SARS.CoV.2	1843.61988541768	5530004.45254447	0.00033338488264135	0.033338488264135	D5	SARS.CoV	33	96	SARS.CoV_33_96	2602.75719767699	0.00047188010663694	0.047188010663694
D5_SARS.CoV.2_33_24	SARS.CoV	81.7653931588973	5559899.55709733	0.0000147062716366021	0.00147062716366021	D5	SARS.CoV.2	33	24	SARS.CoV.2_33_24	95.7476505429863	0.000017806687672062	0.0017806687672062
D5_SARS.CoV.2_33_24	SARS.CoV.2	1064.20804019119	5559899.55709733	0.000191407781608699	0.0191407781608699	D5	SARS.CoV.2	33	24	SARS.CoV.2_33_24	4288.58481966788	0.000809772746602917	0.0809772746602917
D5_SARS.CoV.2_33_48	SARS.CoV.2	939.929706068728	5366367.70993192	0.000175151938308128	0.0175151938308128	D5	SARS.CoV.2	33	48	SARS.CoV.2_33_48	11078.9986804454	0.00212119873527205	0.212119873527205
D5_SARS.CoV.2_33_48	SARS.CoV	168.815380998645	5366367.70993192	0.0000314580345819774	0.00314580345819774	D5	SARS.CoV.2	33	48	SARS.CoV.2_33_48	157.157393098668	0.0000298155881672601	0.00298155881672601
D5_SARS.CoV.2_33_72	SARS.CoV.2	3379.37719367051	5474523.77202834	0.000617291537016823	0.0617291537016823	D5	SARS.CoV.2	33	72	SARS.CoV.2_33_72	223849.575920138	0.0383751701569641	3.83751701569641
D5_SARS.CoV.2_33_72	SARS.CoV	190.631534001926	5474523.77202834	0.0000348215738830003	0.00348215738830003	D5	SARS.CoV.2	33	72	SARS.CoV.2_33_72	499.74942632411	0.0000875514823820417	0.00875514823820417
D5_SARS.CoV.2_33_96	SARS.CoV	774.857568243918	5821887.32605892	0.000133093879157646	0.0133093879157646	D5	SARS.CoV.2	33	96	SARS.CoV.2_33_96	1257.47467077547	0.000206528055545661	0.0206528055545661
D5_SARS.CoV.2_33_96	SARS.CoV.2	204323.20908128	5821887.32605892	0.0350956996654202	3.50956996654202	D5	SARS.CoV.2	33	96	SARS.CoV.2_33_96	408427.304451683	0.0673490788407541	6.73490788407541
D6_Mock_33_24	SARS.CoV	114.484041214065	5320507.55392774	0.0000215175037444594	0.00215175037444594	D6	Mock	33	24	Mock_33_24	94.7793854280619	0.000017248569477283	0.0017248569477283
D6_Mock_33_24	SARS.CoV.2	811.956046148983	5320507.55392774	0.000152608757326089	0.0152608757326089	D6	Mock	33	24	Mock_33_24	561.029696337739	0.000102478839548461	0.0102478839548461
D6_Mock_33_48	SARS.CoV.2	736.182745748558	5164071.77432113	0.000142558581274819	0.0142558581274819	D6	Mock	33	48	Mock_33_48	500.629730853537	0.0000934686111889308	0.00934686111889308
D6_Mock_33_48	SARS.CoV	96.3364139944401	5164071.77432113	0.0000186551268465095	0.00186551268465095	D6	Mock	33	48	Mock_33_48	73.8851631026344	0.0000137095746311629	0.00137095746311629
D6_Mock_33_72	SARS.CoV.2	910.428896672116	5248690.7712145	0.000173458284428795	0.0173458284428795	D6	Mock	33	72	Mock_33_72	678.539622975458	0.000125884223532703	0.0125884223532703
D6_Mock_33_72	SARS.CoV	356.952298695235	5248690.7712145	0.0000680078736306729	0.00680078736306729	D6	Mock	33	72	Mock_33_72	241.593477675436	0.0000447598858709073	0.00447598858709073
D6_Mock_33_96	SARS.CoV	172.427479075193	5193949.57175788	0.0000331977576395366	0.00331977576395366	D6	Mock	33	96	Mock_33_96	132.651611686441	0.0000246697478734022	0.00246697478734022
D6_Mock_33_96	SARS.CoV.2	29472.1466229603	5193949.57175788	0.00567432282808736	0.567432282808736	D6	Mock	33	96	Mock_33_96	8292.26124494394	0.00156234779582861	0.156234779582861
